관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,360도전방면,30,2021-06-01,054-330-6663,35.9876371,128.952512,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,북서,30,2015-12-01,054-330-6663,35.9876371,128.952512,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,정북,30,2015-12-01,054-330-6663,35.9876371,128.952512,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,정동,30,2015-12-01,054-330-6663,35.9876371,128.952512,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,남동,30,2015-12-01,054-330-6663,35.9876371,128.952512,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 518-4 (망정제1공원),어린이보호,1,200,정남,30,2015-12-01,054-330-6663,35.9876371,128.952512,2025-05-28
영천시청,경상북도 영천시 망정동 우로동길,경상북도 영천시 망정동 522-5번지 (휴먼시아 505동 뒷길),생활방범,1,200,정북,30,2019-08-01,054-330-6663,35.9838825,128.9533574,2025-05-28
영천시청,경상북도 영천시 망정동 우로동길,경상북도 영천시 망정동 522-5번지 (휴먼시아 505동 뒷길),생활방범,1,200,남동,30,2019-08-01,054-330-6663,35.9838825,128.9533574,2025-05-28
영천시청,경상북도 영천시 망정동 우로동길,경상북도 영천시 망정동 522-5번지 (휴먼시아 505동 뒷길),생활방범,1,200,북서,30,2019-08-01,054-330-6663,35.9838825,128.9533574,2025-05-28
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,360도전방면,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2025-05-28
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,북동,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2025-05-28
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,남동,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2025-05-28
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,정서,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2025-05-28
영천시청,경상북도 영천시 망정동 망정1길,경상북도 영천시 망정동 523-1,생활방범,1,200,북서,30,2017-12-01,054-330-6663,35.9772049,128.9518521,2025-05-28
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,정북,30,2020-11-01,054-330-6663,35.9881344,128.952472,2025-05-28
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,정동,30,2020-11-01,054-330-6663,35.9881344,128.952472,2025-05-28
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,정남,30,2020-11-01,054-330-6663,35.9881344,128.952472,2025-05-28
영천시청,경상북도 영천시 창신2길,경상북도 영천시 망정동 534-1 (스카이노래방 사거리),생활방범,1,200,북서,30,2020-11-01,054-330-6663,35.9881344,128.952472,2025-05-28
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,360도전방면,30,2020-06-01,054-330-6663,35.986676,128.952541,2025-05-28
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,정북,30,2020-06-01,054-330-6663,35.986676,128.952541,2025-05-28
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,정동,30,2020-06-01,054-330-6663,35.986676,128.952541,2025-05-28
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,북서,30,2020-06-01,054-330-6663,35.986676,128.952541,2025-05-28
영천시청,경상북도 영천시 창신길 9,경상북도 영천시 망정동 519-1 (기동대 사거리),생활방범,1,200,정남,30,2020-06-01,054-330-6663,35.986676,128.952541,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.988852,128.956386,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.988852,128.956386,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,북서,30,2021-06-01,054-330-6663,35.988852,128.956386,2025-05-28
영천시청,경상북도 영천시 창신길,경상북도 영천시 망정동 534-3,생활방범,1,200,정남,30,2021-12-01,054-330-6663,35.988852,128.956386,2025-05-28
영천시청,경상북도 영천시 미륵4길,"경상북도 영천시 망정동 120 (망정주공 2차,3차 부근 삼거리)",생활방범,1,200,북동,30,2019-12-01,054-330-6663,35.972809,128.9497675,2025-05-28
영천시청,경상북도 영천시 미륵4길,"경상북도 영천시 망정동 120 (망정주공 2차,3차 부근 삼거리)",생활방범,1,200,남동,30,2019-12-01,054-330-6663,35.972809,128.9497675,2025-05-28
영천시청,경상북도 영천시 미륵4길,"경상북도 영천시 망정동 120 (망정주공 2차,3차 부근 삼거리)",생활방범,1,200,북서,30,2019-12-01,054-330-6663,35.972809,128.9497675,2025-05-28
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2025-05-28
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2025-05-28
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,북서,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2025-05-28
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,정남,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2025-05-28
영천시청,경상북도 영천시 언하공단로,경상북도 영천시 망정동 8-6 (주경야술 앞),생활방범,1,200,정서,30,2019-10-01,054-330-6663,35.9865591,128.9575177,2025-05-28
영천시청,경산북도 영천시 매산뒷길,경상북도 영천시 매산동 198-1,생활방범,1,200,북동,30,2021-06-01,054-330-6663,36.0240336,128.923683,2025-05-28
영천시청,경산북도 영천시 매산뒷길,경상북도 영천시 매산동 198-1,생활방범,1,200,정남,30,2021-06-01,054-330-6663,36.0240336,128.923683,2025-05-28
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9744613,128.9315135,2025-05-28
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정북,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2025-05-28
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정북,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2025-05-28
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정동,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2025-05-28
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정서,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2025-05-28
영천시청,경상북도 영천시 문내동 중앙동3길,경상북도 영천시 문내동 13-1 (문내외제1공원),어린이보호,1,200,정남,30,2015-06-01,054-330-6663,35.9744613,128.9315135,2025-05-28
영천시청,경상북도 영천시 중앙동2길 86 (문내동),경상북도 영천시 문내동 14-3 (영천시종합복지센터앞),생활방범,1,200,360도전방면,30,2016-11-01,054-330-6663,35.9742246,128.9322064,2025-05-28
영천시청,경상북도 영천시 중앙동2길 86 (문내동),경상북도 영천시 문내동 14-3 (영천시종합복지센터앞),생활방범,1,200,정북,30,2016-11-01,054-330-6663,35.9742246,128.9322064,2025-05-28
영천시청,경상북도 영천시 중앙동2길 86 (문내동),경상북도 영천시 문내동 14-3 (영천시종합복지센터앞),생활방범,1,200,정동,30,2017-09-01,054-330-6663,35.9742246,128.9322064,2025-05-28
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,360도전방면,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2025-05-28
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,북동,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2025-05-28
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,북서,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2025-05-28
영천시청,경상북도 영천시 문내동 옛군청2길,경상북도 영천시 문내동 167-1 (옛군청 2길 사거리),생활방범,1,200,정남,30,2014-05-01,054-330-6663,35.9687653,128.9316558,2025-05-28
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,360도전방면,30,2016-11-01,054-330-6663,35.971826,128.9323556,2025-05-28
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,북동,30,2016-11-01,054-330-6663,35.971826,128.9323556,2025-05-28
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,북서,30,2016-11-01,054-330-6663,35.971826,128.9323556,2025-05-28
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,정남,30,2016-11-01,054-330-6663,35.971826,128.9323556,2025-05-28
영천시청,경상북도 영천시 충효로 15 (문내동),경상북도 영천시 문내동 24-1 (중앙초등 정문),생활방범,1,200,남동,30,2016-11-01,054-330-6663,35.971826,128.9323556,2025-05-28
영천시청,경상북도 영천시 조양길 71 (문내동),경상북도 영천시 문내동 255 (문내주공 뒷편),생활방범,1,200,북동,30,2017-06-01,054-330-6663,35.975553,128.931376,2025-05-28
영천시청,경상북도 영천시 조양길 71 (문내동),경상북도 영천시 문내동 255 (문내주공 뒷편),생활방범,1,200,정남,30,2017-06-01,054-330-6663,35.975553,128.931376,2025-05-28
영천시청,경상북도 영천시 중앙동1길 129 (문내동),경상북도 영천시 문내동 3-10 (영천중학교 앞),생활방범,1,200,360도전방면,30,2021-06-01,054-330-6663,35.974466,128.930473,2025-05-28
영천시청,경상북도 영천시 중앙동1길 129 (문내동),경상북도 영천시 문내동 3-10 (영천중학교 앞),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.974466,128.930473,2025-05-28
영천시청,경상북도 영천시 중앙동1길 129 (문내동),경상북도 영천시 문내동 3-10 (영천중학교 앞),생활방범,1,200,남서,30,2021-06-01,054-330-6663,35.974466,128.930473,2025-05-28
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,정북,30,2019-08-01,054-330-6663,35.969961,128.932731,2025-05-28
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,정동,30,2019-08-01,054-330-6663,35.969961,128.932731,2025-05-28
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,정남,30,2019-08-01,054-330-6663,35.969961,128.932731,2025-05-28
영천시청,경상북도 영천시 문내동 조양길,경상북도 영천시 문내동 42-14 (대경유통 주변 사거리),생활방범,1,200,북서,30,2019-08-01,054-330-6663,35.969961,128.932731,2025-05-28
영천시청,경상북도 영천시 문내동 동문길,경상북도 영천시 문내동 58-6 (동문 삼거리),생활방범,1,200,360도전방면,30,2022-09-01,054-330-6663,35.9700616,128.9339754,2025-05-28
영천시청,경상북도 영천시 문내동 동문길,경상북도 영천시 문내동 58-6 (동문 삼거리),생활방범,1,200,정북,30,2022-09-01,054-330-6663,35.9700616,128.9339754,2025-05-28
영천시청,경상북도 영천시 문내동 동문길,경상북도 영천시 문내동 58-6 (동문 삼거리),생활방범,1,200,정남,30,2022-09-01,054-330-6663,35.9700616,128.9339754,2025-05-28
영천시청,경상북도 영천시 문내동 조앙길,경상북도 영천시 문내동 9-12 (중앙초등 후문),생활방범,1,200,360도전방면,30,2018-08-01,054-330-6663,35.9736054,128.9316827,2025-05-28
영천시청,경상북도 영천시 문내동 조앙길,경상북도 영천시 문내동 9-12 (중앙초등 후문),생활방범,1,200,정북,30,2018-08-01,054-330-6663,35.9736054,128.9316827,2025-05-28
영천시청,경상북도 영천시 문내동 조앙길,경상북도 영천시 문내동 9-12 (중앙초등 후문),생활방범,1,200,정동,30,2018-08-01,054-330-6663,35.9736054,128.9316827,2025-05-28
영천시청,경상북도 영천시 문내동 조앙길,경상북도 영천시 문내동 9-12 (중앙초등 후문),생활방범,1,200,정남,30,2018-08-01,054-330-6663,35.9736054,128.9316827,2025-05-28
영천시청,경상북도 영천시 문내동 조앙길,경상북도 영천시 문내동 9-12 (중앙초등 후문),생활방범,1,200,북서,30,2018-08-01,054-330-6663,35.9736054,128.9316827,2025-05-28
영천시청,경상북도 영천시 중앙동2길 89-11 (문외동),경상북도 영천시 문외동 137-3,생활방범,1,200,360도전방면,30,2021-06-01,054-330-6663,35.973424,128.932443,2025-05-28
영천시청,경상북도 영천시 중앙동2길 89-11 (문외동),경상북도 영천시 문외동 137-3,생활방범,1,200,정북,30,2021-06-01,054-330-6663,35.973424,128.932443,2025-05-28
영천시청,경상북도 영천시 중앙동2길 89-11 (문외동),경상북도 영천시 문외동 137-3,생활방범,1,200,정남,30,2021-06-01,054-330-6663,35.973424,128.932443,2025-05-28
영천시청,경상북도 영천시 문외동 중앙동2길,경상북도 영천시 문외동 138-1 (문외1공영주차장),생활방범,1,200,정동,30,2020-06-01,054-330-6663,35.97294,128.935161,2025-05-28
영천시청,경상북도 영천시 문외동 중앙동2길,경상북도 영천시 문외동 138-1 (문외1공영주차장),생활방범,1,200,정서,30,2020-06-01,054-330-6663,35.97294,128.935161,2025-05-28
영천시청,경상북도 영천시 중앙동2길 39 (문외동),경상북도 영천시 문외동 139-10 (서라벌예술어린이집 앞),어린이보호,1,200,북동,30,2021-06-01,054-330-6663,35.9737696,128.9340105,2025-05-28
영천시청,경상북도 영천시 중앙동2길 39 (문외동),경상북도 영천시 문외동 139-10 (서라벌예술어린이집 앞),어린이보호,1,200,남동,30,2021-06-01,054-330-6663,35.9737696,128.9340105,2025-05-28
영천시청,경상북도 영천시 중앙동2길 39 (문외동),경상북도 영천시 문외동 139-10 (서라벌예술어린이집 앞),어린이보호,1,200,북서,30,2021-06-01,054-330-6663,35.9737696,128.9340105,2025-05-28
영천시청,경상북도 영천시 문외1길 19 (문외동),경상북도 영천시 문외동 164-14 (중앙공원),어린이보호,1,200,360도전방면,30,2019-10-01,054-330-6663,35.970204,128.9350358,2025-05-28
영천시청,경상북도 영천시 문외1길 19 (문외동),경상북도 영천시 문외동 164-14 (중앙공원),어린이보호,1,200,북동,30,2021-06-01,054-330-6663,35.970204,128.9350358,2025-05-28
영천시청,경상북도 영천시 문외1길 19 (문외동),경상북도 영천시 문외동 164-14 (중앙공원),어린이보호,1,200,북서,30,2021-06-01,054-330-6663,35.970204,128.9350358,2025-05-28
영천시청,경상북도 영천시 문외1길 19 (문외동),경상북도 영천시 문외동 164-14 (중앙공원),어린이보호,1,200,정남,30,2015-06-01,054-330-6663,35.970204,128.9350358,2025-05-28
영천시청,경상북도 영천시 문외1길 19 (문외동),경상북도 영천시 문외동 164-14 (중앙공원),어린이보호,1,200,정서,30,2015-06-01,054-330-6663,35.970204,128.9350358,2025-05-28
영천시청,경상북도 영천시 문외1길 19 (문외동),경상북도 영천시 문외동 164-14 (중앙공원),어린이보호,1,200,정동,30,2015-06-01,054-330-6663,35.970204,128.9350358,2025-05-28
영천시청,경상북도 영천시 중앙동4길 5 (문외동),경상북도 영천시 문외동 198-1 (CU 앞),생활방범,1,200,360도전방면,30,2016-12-01,054-330-6663,35.973266,128.934065,2025-05-28
영천시청,경상북도 영천시 중앙동4길 5 (문외동),경상북도 영천시 문외동 198-1 (CU 앞),생활방범,1,200,정북,30,2016-12-01,054-330-6663,35.973266,128.934065,2025-05-28
영천시청,경상북도 영천시 중앙동4길 5 (문외동),경상북도 영천시 문외동 198-1 (CU 앞),생활방범,1,200,정동,30,2016-12-01,054-330-6663,35.973266,128.934065,2025-05-28
영천시청,경상북도 영천시 중앙동4길 5 (문외동),경상북도 영천시 문외동 198-1 (CU 앞),생활방범,1,200,정남,30,2016-12-01,054-330-6663,35.973266,128.934065,2025-05-28
영천시청,경상북도 영천시 중앙동4길 5 (문외동),경상북도 영천시 문외동 198-1 (CU 앞),생활방범,1,200,정서,30,2019-12-01,054-330-6663,35.973266,128.934065,2025-05-28
영천시청,경상북도 영천시 무궁화길 3 (문외동),경상북도 영천시 문외동 247-7 (문내외제2공원),어린이보호,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9728592,128.9348873,2025-05-28
영천시청,경상북도 영천시 무궁화길 3 (문외동),경상북도 영천시 문외동 247-7 (문내외제2공원),어린이보호,1,200,360도전방면,30,2015-06-01,054-330-6663,35.9728592,128.9348873,2025-05-28
영천시청,경상북도 영천시 무궁화길 3 (문외동),경상북도 영천시 문외동 247-7 (문내외제2공원),어린이보호,1,200,정북,30,2015-06-01,054-330-6663,35.9728592,128.9348873,2025-05-28
영천시청,경상북도 영천시 무궁화길 3 (문외동),경상북도 영천시 문외동 247-7 (문내외제2공원),어린이보호,1,200,정동,30,2015-06-01,054-330-6663,35.9728592,128.9348873,2025-05-28
영천시청,경상북도 영천시 무궁화길 3 (문외동),경상북도 영천시 문외동 247-7 (문내외제2공원),어린이보호,1,200,정남,30,2015-06-01,054-330-6663,35.9728592,128.9348873,2025-05-28
영천시청,경상북도 영천시 무궁화길 3 (문외동),경상북도 영천시 문외동 247-7 (문내외제2공원),어린이보호,1,200,정서,30,2015-06-01,054-330-6663,35.9728592,128.9348873,2025-05-28
영천시청,경상북도 영천시 문외동 중앙동1길,경상북도 영천시 문외동 259-1 (국토정보공사 앞),생활방범,1,200,360도전방면,30,2019-12-01,054-330-6663,35.973939,128.933342,2025-05-28
영천시청,경상북도 영천시 문외동 중앙동1길,경상북도 영천시 문외동 259-1 (국토정보공사 앞),생활방범,1,200,정북,30,2019-12-01,054-330-6663,35.973939,128.933342,2025-05-28
영천시청,경상북도 영천시 문외동 중앙동1길,경상북도 영천시 문외동 259-1 (국토정보공사 앞),생활방범,1,200,정남,30,2019-12-01,054-330-6663,35.973939,128.933342,2025-05-28
영천시청,경상북도 영천시 문외동 무궁화길,경상북도 영천시 문외동 259-4,생활방범,1,200,360도전방면,30,2021-06-01,054-330-6663,35.97318,128.93465,2025-05-28
영천시청,경상북도 영천시 문외동 무궁화길,경상북도 영천시 문외동 259-4,생활방범,1,200,북서,30,2021-06-01,054-330-6663,35.97318,128.93465,2025-05-28
영천시청,경상북도 영천시 문외동 무궁화길,경상북도 영천시 문외동 259-4,생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.97318,128.93465,2025-05-28
영천시청,경상북도 영천시 문외동 무궁화길,경상북도 영천시 문외동 259-4,생활방범,1,200,정남,30,2021-06-01,054-330-6663,35.97318,128.93465,2025-05-28
영천시청,경상북도 영천시 문외동 문외길,경상북도 영천시 문외동 260-2 (고운어린이집 사거리),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.97172,128.935761,2025-05-28
영천시청,경상북도 영천시 문외동 문외길,경상북도 영천시 문외동 260-2 (고운어린이집 사거리),생활방범,1,200,북서,30,2021-06-01,054-330-6663,35.97172,128.935761,2025-05-28
영천시청,경상북도 영천시 문외동 문외길,경상북도 영천시 문외동 260-2 (고운어린이집 사거리),생활방범,1,200,정남,30,2021-06-01,054-330-6663,35.97172,128.935761,2025-05-28
영천시청,경상북도 영천시 문외동 문외길,경상북도 영천시 문외동 260-2 (고운어린이집 사거리),생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.97172,128.935761,2025-05-28
영천시청,경상북도 영천시 최무선로 364 (문외동),경상북도 영천시 문외동 317 (영천강변공원 음악분수대옆),생활방범,1,200,360도전방면,30,2016-11-01,054-330-6663,35.970516,128.938238,2025-05-28
영천시청,경상북도 영천시 최무선로 364 (문외동),경상북도 영천시 문외동 317 (영천강변공원 음악분수대옆),생활방범,1,200,정북,30,2016-11-01,054-330-6663,35.970516,128.938238,2025-05-28
영천시청,경상북도 영천시 최무선로 364 (문외동),경상북도 영천시 문외동 317 (영천강변공원 음악분수대옆),생활방범,1,200,정동,30,2016-11-01,054-330-6663,35.970516,128.938238,2025-05-28
영천시청,경상북도 영천시 문외동 동문길,경상북도 영천시 문외동 318 (토담식당 앞),생활방범,1,200,360도전방면,30,2017-06-01,054-330-6663,35.969907,128.935882,2025-05-28
영천시청,경상북도 영천시 문외동 동문길,경상북도 영천시 문외동 318 (토담식당 앞),생활방범,1,200,북서,30,2017-06-01,054-330-6663,35.969907,128.935882,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,360도전방면,30,2018-08-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,정북,30,2018-08-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,정남,30,2018-08-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,정동,30,2018-08-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,남동,30,2018-08-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,북동,30,2018-08-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 호국로,경상북도 영천시 문외동 46-3 (시청오거리),생활방범,1,200,북서,30,2019-10-01,054-330-6663,35.971082,128.938694,2025-05-28
영천시청,경상북도 영천시 문외동 청산길,"경상북도 영천시 문외동 50 (청구아파트, 황금막창 앞)",생활방범,1,200,360도전방면,30,2015-06-01,054-330-6663,35.9758352,128.9400078,2025-05-28
영천시청,경상북도 영천시 문외동 청산길,"경상북도 영천시 문외동 50 (청구아파트, 황금막창 앞)",생활방범,1,200,북동,30,2015-06-01,054-330-6663,35.9758352,128.9400078,2025-05-28
영천시청,경상북도 영천시 문외동 청산길,"경상북도 영천시 문외동 50 (청구아파트, 황금막창 앞)",생활방범,1,200,정남,30,2015-06-01,054-330-6663,35.9758352,128.9400078,2025-05-28
영천시청,경상북도 영천시 문외동 시청남1길,경상북도 영천시 문외동 50-13 (대연식당 앞),생활방범,1,200,360도전방면,30,2016-12-01,054-330-6663,35.9716884,128.9390711,2025-05-28
영천시청,경상북도 영천시 문외동 시청남1길,경상북도 영천시 문외동 50-13 (대연식당 앞),생활방범,1,200,북동,30,2018-05-01,054-330-6663,35.9716884,128.9390711,2025-05-28
영천시청,경상북도 영천시 문외동 시청남1길,경상북도 영천시 문외동 50-13 (대연식당 앞),생활방범,1,200,정서,30,2018-05-01,054-330-6663,35.9716884,128.9390711,2025-05-28
영천시청,경상북도 영천시 문외동 시청남1길,경상북도 영천시 문외동 50-13 (대연식당 앞),생활방범,1,200,정남,30,2018-05-01,054-330-6663,35.9716884,128.9390711,2025-05-28
영천시청,경상북도 영천시 문외동 시청동길,경상북도 영천시 문외동 50-15 (영진궁전빌라 부근),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.9722296,128.9401774,2025-05-28
영천시청,경상북도 영천시 문외동 시청동길,경상북도 영천시 문외동 50-15 (영진궁전빌라 부근),생활방범,1,200,북서,30,2016-12-01,054-330-6663,35.9722296,128.9401774,2025-05-28
영천시청,경상북도 영천시 문외동 시청동길,경상북도 영천시 문외동 50-15 (영진궁전빌라 부근),생활방범,1,200,남서,30,2016-13,054-330-6663,35.9722296,128.9401774,2025-05-28
영천시청,경상북도 영천시 문외동 상록4길,"경상북도 영천시 문외동 50-16 (영천궁전, 야사 주공1차 사이)",생활방범,1,200,북동,30,2019-12-01,054-330-6663,35.973027,128.9403946,2025-05-28
영천시청,경상북도 영천시 문외동 상록4길,"경상북도 영천시 문외동 50-16 (영천궁전, 야사 주공1차 사이)",생활방범,1,200,북서,30,2019-12-01,054-330-6663,35.973027,128.9403946,2025-05-28
영천시청,경상북도 영천시 문외동 상록4길,"경상북도 영천시 문외동 50-16 (영천궁전, 야사 주공1차 사이)",생활방범,1,200,남서,30,2019-12-01,054-330-6663,35.973027,128.9403946,2025-05-28
영천시청,경상북도 영천시 청산길 75 (문외동),경상북도 영천시 문외동 50-27 (나라빌앞 삼거리),생활방범,1,200,북동,30,2018-05-01,054-330-6663,35.9750605,128.9379928,2025-05-28
영천시청,경상북도 영천시 청산길 75 (문외동),경상북도 영천시 문외동 50-27 (나라빌앞 삼거리),생활방범,1,200,북서,30,2018-05-01,054-330-6663,35.9750605,128.9379928,2025-05-28
영천시청,경상북도 영천시 청산길 75 (문외동),경상북도 영천시 문외동 50-27 (나라빌앞 삼거리),생활방범,1,200,남서,30,2018-05-01,054-330-6663,35.9750605,128.9379928,2025-05-28
영천시청,경상북도 영천시 문외동 충효로,경상북도 영천시 문외동 50-8 (현대자동차맞은편),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9728777,128.9365352,2025-05-28
영천시청,경상북도 영천시 문외동 충효로,경상북도 영천시 문외동 50-8 (현대자동차맞은편),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9728777,128.9365352,2025-05-28
영천시청,경상북도 영천시 문외동 충효로,경상북도 영천시 문외동 50-8 (현대자동차맞은편),생활방범,1,200,남서,30,2019-10-01,054-330-6663,35.9728777,128.9365352,2025-05-28
영천시청,경상북도 영천시 문외동 충효로,경상북도 영천시 문외동 50-8 (현대자동차맞은편),생활방범,1,200,남동,30,2019-10-01,054-330-6663,35.9728777,128.9365352,2025-05-28
영천시청,경상북도 영천시 문외동 충효로,경상북도 영천시 문외동 50-8 (현대자동차맞은편),생활방범,1,200,정동,30,2019-10-01,054-330-6663,35.9728777,128.9365352,2025-05-28
영천시청,경상북도 영천시 문외동 삼산길,경상북도 영천시 문외동 50-9 (영천시민회관 뒷길 ),생활방범,1,200,360도전방면,30,2015-06-01,054-330-6663,35.9715231,128.9375573,2025-05-28
영천시청,경상북도 영천시 문외동 삼산길,경상북도 영천시 문외동 50-9 (영천시민회관 뒷길 ),생활방범,1,200,남동,30,2015-06-01,054-330-6663,35.9715231,128.9375573,2025-05-28
