연번,구분,상호명,도로명주소,지번주소,전화번호,위도,경도
442,일반음식점,금호 우리뒷고기막창,경상북도 영천시 금호읍 거여로 30,경상북도 영천시 금호읍 냉천리 251-1 ,054-335-2612,35.93241820,128.88069654
443,일반음식점,대박실내포차,"경상북도 영천시 금호읍 원제2길 14 (,18-1)","경상북도 영천시 금호읍 원제리 17-2 ,18-1 ",054-333-6861,35.94231875,128.89930063
444,일반음식점,대 왕손짜장,경상북도 영천시 금호읍 금호로 35-1,경상북도 영천시 금호읍 덕성리 153-13 ,054-338-5292,35.92990778,128.86574600
445,일반음식점,별이네밥집,경상북도 영천시 신녕면 장수로 1678,경상북도 영천시 신녕면 화성리 961-4 ,054-334-9982,36.04150648,128.78829990
446,일반음식점,치킨왕,경상북도 영천시 신녕면 치산효령로 6,경상북도 영천시 신녕면 화성리 906-3 ,054-338-3276,36.04359918,128.78706760
447,일반음식점,치산닭오리 마을,경상북도 영천시 신녕면 치산관광길 33,경상북도 영천시 신녕면 치산리 205 ,054-331-1328,36.06188164,128.72832010
448,일반음식점,송미식당,경상북도 영천시 신녕면 치산효령로 8-2,경상북도 영천시 신녕면 화성리 904-6 ,054-333-3524,36.04361799,128.78680398
449,일반음식점,필구이방,경상북도 영천시 신녕면 불바위길 10-1,경상북도 영천시 신녕면 완전리 836-1 ,054-334-3537,36.04119707,128.78925705
450,일반음식점,화산장모통닭,경상북도 영천시 화산면 장수로 922,경상북도 영천시 화산면 유성리 588-2 ,054-337-3379,36.01857587,128.85625288
451,일반음식점,스마일식당휴게소,경상북도 영천시 화북면 아차골길 13,경상북도 영천시 화북면 상송리 426 ,054-332-7621,36.16336346,128.90579695
452,일반음식점,원천랜드한식당,"경상북도 영천시 화남면 온천길 17-37 (,54,55,56,57,58,59)","경상북도 영천시 화남면 온천리 53 ,54,55,56,57,58,59 ",054-332-5520,36.08638185,128.86234558
453,일반음식점,화남대천식당,경상북도 영천시 화남면 천문로 1884,경상북도 영천시 화남면 금호리 731 ,054-338-1204,36.08070381,128.90876068
454,일반음식점,한일식당,경상북도 영천시 임고면 포은로 490,경상북도 영천시 임고면 양항리 560-3 ,054-331-1238,36.02031929,128.97454297
455,일반음식점,덕수식당,경상북도 영천시 임고면 포은로 845,경상북도 영천시 임고면 덕연리 193-2 ,054-332-9000,36.04726156,128.98968891
456,일반음식점,신미숯불,경상북도 영천시 대창면 금박로 1000,"경상북도 영천시 대창면 대창리 939 ,940 ",054-333-2454,35.87515057,128.88970110
457,일반음식점,신육식인생,"경상북도 영천시 대창면 금박로 1057 (,1038-7)","경상북도 영천시 대창면 대창리 1037-1 ,1038-7 ",054-337-6867,35.87557835,128.89556990
458,일반음식점,청정석쇠촌,경상북도 영천시 고경면 청정길 15,경상북도 영천시 고경면 청정리 354-16 ,,35.98617239,129.09816413
459,일반음식점,우정분식,경상북도 영천시 북안면 운북로 2040,경상북도 영천시 북안면 임포리 328-2 ,054-332-6248,35.91917813,129.00858982
460,일반음식점,걸스닭,경상북도 영천시 장수로 4 (교촌동),경상북도 영천시 교촌동 268-3 ,054-334-9218,35.96323670,128.92318996
461,일반음식점,산성식당3호점,경상북도 영천시 시장4길 52 (완산동),"경상북도 영천시 완산동 25 (영천공설시장 25,26,27,28호) ",054-338-3989,35.96426957,128.93856849
462,일반음식점,멕시칸윤성점,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 203호),경상북도 영천시 금호읍 원제리 20 윤성상가 203호 ,054-334-3976,35.94245365,128.90005767
463,일반음식점,정가생고기,경상북도 영천시 야사시장길 11 (야사동),경상북도 영천시 야사동 135-26 ,054-333-1288,35.97410111,128.94693604
464,일반음식점,내담(영천점),경상북도 영천시 교창길 13 (과전동),경상북도 영천시 과전동 110 ,054-331-1775,35.96684231,128.93033308
465,일반음식점,막창아지매,경상북도 영천시 호국로 114 (망정동),경상북도 영천시 망정동 189-15 ,054-334-7743,35.97530327,128.94979994
466,일반음식점,우리 숲,경상북도 영천시 충효로 123 (야사동),경상북도 영천시 야사동 333-29 ,054-337-8686,35.97566544,128.94188996
467,일반음식점,종가집짬뽕,경상북도 영천시 천문로 409-8 (창구동),경상북도 영천시 창구동 192-1 ,054-334-2886,35.97392496,128.92796043
468,일반음식점,계복치 영천점,경상북도 영천시 충효로 97 (문외동),경상북도 영천시 문외동 49 (무궁화상가 9호) ,054-336-6660,35.97503426,128.93865266
469,일반음식점,피망,경상북도 영천시 약전1길 24 (완산동),경상북도 영천시 완산동 921-16 ,054-331-7174,35.96088481,128.94030785
470,일반음식점,조가짬뽕,경상북도 영천시 장수로 28 (화룡동),경상북도 영천시 화룡동 208-5 ,054-333-7454,35.96434601,128.92101351
471,일반음식점,골목식당,,경상북도 영천시 금노동 594-3 ,054-333-3075,,
472,일반음식점,강변에서,경상북도 영천시 보목1길 43 (야사동),경상북도 영천시 야사동 261 ,,35.97055606,128.94311389
473,일반음식점,바다마을생아구촌,경상북도 영천시 완산로 4-9 (완산동),경상북도 영천시 완산동 938-5 ,054-332-4836,,
474,일반음식점,교촌치킨,경상북도 영천시 호국로 111 (망정동),경상북도 영천시 망정동 175-12 ,054-333-3450,35.97560615,128.94944188
475,일반음식점,옛날돼지숯불,경상북도 영천시 옛군청3길 17 (문내동),경상북도 영천시 문내동 158 ,054-332-1808,35.96818263,128.93184415
476,일반음식점,티엘(TL)푸드,경상북도 영천시 야사시장길 35-6 (야사동),경상북도 영천시 야사동 191-10 ,054-337-0348,35.97348228,128.94768552
477,일반음식점,소문난국밥집,경상북도 영천시 장수로 141 (화룡동),경상북도 영천시 화룡동 762-2 ,054-337-5377,35.97212467,128.91351746
478,일반음식점,새동경식당,경상북도 영천시 강변로 62 (금노동),경상북도 영천시 금노동 544-7 ,,35.96128286,128.92948767
479,일반음식점,누아누아,경상북도 영천시 시장1길 6 (완산동),경상북도 영천시 완산동 1070-3 ,054-337-8081,35.96383579,128.93591747
480,일반음식점,구육복손짜장(아이씨지점),경상북도 영천시 영천I.C로 46 (봉동),경상북도 영천시 봉동 340-22 ,054-337-0070,,
481,일반음식점,투다리(신주공점),경상북도 영천시 충효로 144 (야사동),경상북도 영천시 야사동 149 ,054-335-0809,35.97618579,128.94426705
482,일반음식점,청송기사식당,경상북도 영천시 장수로 135 (화룡동),경상북도 영천시 화룡동 764 ,054-332-8536,35.97179629,128.91397412
483,일반음식점,멕시칸통닭,경상북도 영천시 최무선로 218 (성내동),경상북도 영천시 성내동 175-13 ,054-337-9772,35.96333624,128.92471248
484,일반음식점,미성메기매운탕,경상북도 영천시 상록4길 72 (야사동),경상북도 영천시 야사동 334-37 ,054-336-2390,35.97430618,128.94313382
485,일반음식점,단골손님,경상북도 영천시 충효로 70 (문외동),경상북도 영천시 문외동 12-3 ,054-332-9477,35.97292439,128.93709143
486,일반음식점,동호식당,경상북도 영천시 금호읍 금호로 102-11,경상북도 영천시 금호읍 교대리 166-3 ,054-335-5348,35.93111141,128.87309163
487,일반음식점,감나무식당,경상북도 영천시 금호읍 교대길 25,경상북도 영천시 금호읍 교대리 220-9 ,054-335-0525,35.93305495,128.87084573
488,일반음식점,윤성치킨,경상북도 영천시 금호읍 원제2길 16-8 (윤성@ 105동 상가 206호),경상북도 영천시 금호읍 원제리 20 윤성@ 105동 상가 206호 ,054-331-5055,35.94247535,128.89956375
489,일반음식점,양자강반점,경상북도 영천시 금호읍 원제2길 16-8 (윤성@ 105동 상가 202호),경상북도 영천시 금호읍 원제리 20 윤성@ 105동 상가 202호 ,054-338-1210,,
490,일반음식점,나들이가든,,"경상북도 영천시 청통면 계포리 320-2 ,321 ",054-335-8855,,
491,일반음식점,팔공숯불가든,경상북도 영천시 청통면 청통로 698-4,경상북도 영천시 청통면 계포리 241-3 ,054-335-1078,,
492,일반음식점,청통민속주막,경상북도 영천시 청통면 청통로 124,경상북도 영천시 청통면 우천리 237-1 ,054-336-0096,35.99366230,128.87603657
493,일반음식점,강희네국밥,경상북도 영천시 신녕면 장수로 1656-1,경상북도 영천시 신녕면 완전리 852-129 ,054-336-9500,36.03955952,128.78858738
494,일반음식점,장성숯불샤브 ,경상북도 영천시 신녕면 장수로 1763,경상북도 영천시 신녕면 화성리 691-4 ,054-336-6079,36.04884936,128.78596540
495,일반음식점,아랑정반점,경상북도 영천시 신녕면 화성중앙길 11,경상북도 영천시 신녕면 화성리 875-1 ,054-334-5339,36.04358026,128.78842876
496,일반음식점,포항회가든,경상북도 영천시 신녕면 완화길 97,경상북도 영천시 신녕면 화성리 350-1 ,054-332-1838,36.04393266,128.79200474
497,일반음식점,갑티칼국수식당,경상북도 영천시 신녕면 장수로 1765,경상북도 영천시 신녕면 화성리 691-1 ,054-333-6180,36.04901601,128.78584464
498,일반음식점,가람숯불·회,경상북도 영천시 대창면 금창로 567,경상북도 영천시 대창면 대창리 1076-100 ,054-331-5589,35.88509305,128.89173813
499,일반음식점,천하무적 3M 세남자치킨,경상북도 영천시 창대서원2길 4 (과전동),경상북도 영천시 과전동 8-1 ,054-335-5686,35.96615335,128.93145677
500,일반음식점,미조리한정식,경상북도 영천시 무궁화길 39 (문외동),경상북도 영천시 문외동 5-25 ,054-334-2283,35.97355248,128.93673289
501,일반음식점,일송구이식당,경상북도 영천시 포교당뒷길 1 (교촌동),경상북도 영천시 교촌동 242-1 ,054-333-7803,35.96545761,128.92619266
502,일반음식점,술 도둑놈,"경상북도 영천시 문화새길 25, B동 6호 (야사동, 문화아파트상가)",경상북도 영천시 야사동 187-2 문화아파트상가 ,054-338-1490,35.97327217,128.94675977
503,일반음식점,청해식당,경상북도 영천시 완산중앙3길 31 (완산동),경상북도 영천시 완산동 906-30 ,054-333-5599,35.96260607,128.93716463
504,일반음식점,경신기사식당,"경상북도 영천시 영천아이시로 93 (봉동,외 2필지)",경상북도 영천시 봉동 634-13 외 2필지 ,,35.93154946,128.94720662
505,일반음식점,왕손짜장,경상북도 영천시 한방로 23 (도동),경상북도 영천시 도동 226-1 ,054-338-0502,35.94341898,128.93167192
506,일반음식점,골목분식야식,경상북도 영천시 새말1길 26-13 (야사동),경상북도 영천시 야사동 158-3 ,054-332-4270,,
507,일반음식점,나드리구이,경상북도 영천시 상록5길 19 (야사동),경상북도 영천시 야사동 335-8 ,054-337-1172,35.97499408,128.94179087
508,일반음식점,홍가네찜닭,경상북도 영천시 호국로 100-11 (망정동),경상북도 영천시 망정동 167-5 ,054-333-8889,35.97479303,128.94870740
509,일반음식점,망정먹거리25시,경상북도 영천시 동부로 41 (야사동),경상북도 영천시 야사동 189-18 ,054-332-0722,35.97393937,128.94801457
510,일반음식점,동방숯불가든,경상북도 영천시 시청남1길 12-3 (문외동),경상북도 영천시 문외동 40-23 ,054-338-2555,35.97186687,128.93907906
511,일반음식점,골목포차,경상북도 영천시 상록7길 18 (야사동),경상북도 영천시 야사동 335-42 ,054-333-0999,35.97406586,128.94186878
512,일반음식점,강남분식,경상북도 영천시 충효로 71-1 (문외동),경상북도 영천시 문외동 5-41 ,054-333-2131,35.97329358,128.93710910
513,일반음식점,평천뒷고기,경상북도 영천시 충효로 72 (문외동),경상북도 영천시 문외동 12-6 ,054-334-3555,35.97311195,128.93742334
514,일반음식점,복지회관식당,경상북도 영천시 도남공단3길 76 (도남동),경상북도 영천시 도남동 190 ,054-332-2688,35.93166607,128.94070942
515,일반음식점,치킨매니아영천점,"경상북도 영천시 창신1길 21, 창신영천타운상가동 107호 (망정동)",경상북도 영천시 망정동 471 ,054-334-4398,35.98810247,128.95290637
516,일반음식점,영천초밥전문점,경상북도 영천시 완산중앙3길 39 (완산동),경상북도 영천시 완산동 987-8 ,054-333-6565,35.96294590,128.93716652
517,일반음식점,백두대간,경상북도 영천시 충효로 143 (야사동),경상북도 영천시 야사동 148-2 ,054-336-0988,35.97646600,128.94398216
518,일반음식점,대림매운탕,경상북도 영천시 보목1길 43-6 (야사동),경상북도 영천시 야사동 239 ,054-332-7651,35.97060172,128.94353111
519,일반음식점,명동횟집,경상북도 영천시 야사시장길 43 (야사동),경상북도 영천시 야사동 192-2 (B/102) ,054-331-2476,35.97353147,128.94781820
520,일반음식점,팔도실비집,경상북도 영천시 충효로 71 (문외동),경상북도 영천시 문외동 5-42 ,054-332-2999,35.97322512,128.93700733
521,일반음식점,송해식당,경상북도 영천시 금완로 83-8 (완산동),경상북도 영천시 완산동 930-23 ,054-334-2316,35.96055224,128.93788787
522,일반음식점,새삼합한정식식당 ,경상북도 영천시 문화원길 15 (문내동),경상북도 영천시 문내동 136 ,054-335-3592,35.96786318,128.93343194
523,일반음식점,시골추어탕,경상북도 영천시 강변로 70 (금노동),경상북도 영천시 금노동 528-7 ,054-331-8377,35.96162466,128.93020552
524,일반음식점,만두독립,경상북도 영천시 상록5길 57 (야사동),경상북도 영천시 야사동 154-44 ,054-332-7750,35.97576761,128.94347406
525,일반음식점,홍콩,경상북도 영천시 교창길 9 (과전동),경상북도 영천시 과전동 111-1 ,054-337-2632,35.96679120,128.93047556
526,일반음식점,월정,"경상북도 영천시 금호읍 원제2길 16-8 (외 24필지 지하1층 B-3,4,5 호)","경상북도 영천시 금호읍 원제리 20 외 24필지 지하1층 B-3,4,5 호 ",054-337-1286,35.94343245,128.90030556
527,일반음식점,민속촌마을에,경상북도 영천시 금호읍 금호로 137-1,경상북도 영천시 금호읍 교대리 156-2 ,054-335-9333,35.93239371,128.87656795
528,일반음식점,몽마르지,경상북도 영천시 금호읍 금호시장길 42-1,경상북도 영천시 금호읍 교대리 167-17 ,054-338-8082,35.93198290,128.87349099
529,일반음식점,386세대,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 B-1),경상북도 영천시 금호읍 원제리 20 윤성상가 B-1 ,054-338-3313,35.94245365,128.90005767
530,일반음식점,성주식당,"경상북도 영천시 금호읍 원제2길 16-8, 116호 (윤성상가)",경상북도 영천시 금호읍 원제리 20 윤성상가 116호,054-336-2373,35.94245365,128.90005767
531,일반음식점,할매칼국수,경상북도 영천시 중앙동2길 96 (문내동),경상북도 영천시 문내동 14-4 ,054-331-5753,35.97383325,128.93173162
532,일반음식점,삼포추어탕,"경상북도 영천시 신녕면 본관시장길 3, A동 7, 8호 (신녕공설시장 상설점포 )","경상북도 영천시 신녕면 화성리 866-1 신녕공설시장 상설점포 A동 7, 8호",054-335-8114,36.04209160,128.78746866
533,일반음식점,보현산명가찜닭,"경상북도 영천시 화북면 천문로 2255 (, 923-3)","경상북도 영천시 화북면 자천리 923 , 923-3 ",054-332-0448,36.10803079,128.92272684
534,일반음식점,OK치킨,경상북도 영천시 임고면 포은로 742,경상북도 영천시 임고면 평천리 804 외2필 ,054-332-0311,36.04052902,128.98130275
535,일반음식점,새토담구이,경상북도 영천시 대창면 금창로 672-7,경상북도 영천시 대창면 대창리 743-4 ,054-335-5245,35.87603665,128.89554400
536,일반음식점,두레박식당,경상북도 영천시 대창면 금박로 1049,경상북도 영천시 대창면 대창리 1033-6 ,054-333-5292,35.87512967,128.89474383
537,일반음식점,정든식당,경상북도 영천시 대창면 금박로 1051,경상북도 영천시 대창면 대창리 1033-4 ,054-336-5799,35.87523048,128.89504209
538,일반음식점,대동식당,경상북도 영천시 고경면 호국로 434-14,경상북도 영천시 고경면 창하리 725 ,054-331-3282,35.98260399,128.98439429
539,일반음식점,배밭골,경상북도 영천시 고경면 방천길 23,경상북도 영천시 고경면 단포리 175-10 ,054-333-1141,35.98149091,128.97290791
540,일반음식점,궁시렁소주방,경상북도 영천시 북안면 임포역길 95-1,경상북도 영천시 북안면 임포리 561-10 ,054-337-0301,35.91743173,129.01025408
541,일반음식점,대성분식,경상북도 영천시 동문길 15-3 (문내동),경상북도 영천시 문내동 205-3 ,054-335-6767,35.96980646,128.93100326
542,일반음식점,예당,경상북도 영천시 야사시장길 13-36 (야사동),경상북도 영천시 야사동 134-6 ,054-335-6488,35.97430692,128.94735278
543,일반음식점,가보자구이,경상북도 영천시 완산중앙3길 23-1 (완산동),경상북도 영천시 완산동 905-13 ,054-331-3750,35.96232542,128.93710052
544,일반음식점,돼지머리식당,경상북도 영천시 완산중앙4길 36 (완산동),경상북도 영천시 완산동 986-33 ,054-332-1977,35.96291298,128.93816643
545,일반음식점,징검다리주막촌,경상북도 영천시 창대서원2길 11-6 (과전동),경상북도 영천시 과전동 4-6 ,054-338-8228,35.96567001,128.93136199
546,일반음식점,고향솥단지삼겹살,경상북도 영천시 시청남1길 12-17 (문외동),경상북도 영천시 문외동 40-19 ,054-335-9925,35.97222813,128.93974173
547,일반음식점,도황선산곱창·막창,경상북도 영천시 야사시장길 13-26 (야사동),경상북도 영천시 야사동 134-14 ,054-336-8292,35.97454989,128.94787314
548,일반음식점,BBQ치킨카페,경상북도 영천시 언하공단로 95 (망정동),경상북도 영천시 망정동 410-2 ,054-331-5985,35.98569226,128.95331181
549,일반음식점,영천교통구내식당,경상북도 영천시 최무선로 69 (오수동),경상북도 영천시 오수동 125 ,054-333-1199,35.95723775,128.91060392
550,일반음식점,참치본가,경상북도 영천시 충효로 83 (문외동),경상북도 영천시 문외동 9-53 ,054-333-5514,35.97383039,128.93818962
551,일반음식점,촌보리밥,"경상북도 영천시 야사4길 11 (야사동,(영동상가 B/114))",경상북도 영천시 야사동 116 (영동상가 B/114) ,054-335-2503,35.97665277,128.94571866
552,일반음식점,무봉리토종순대국영천점,경상북도 영천시 호국로 126 (망정동),경상북도 영천시 망정동 193-5 주1 ,054-332-4083,35.97555788,128.95117623
553,일반음식점,치킨이랑똥집이랑,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 B/11),경상북도 영천시 금호읍 원제리 20 윤성상가 B/11 ,054-338-1533,35.94245365,128.90005767
554,일반음식점,황금구이야식,"경상북도 영천시 야사4길 11 (야사동,(영동상가 A/104))",경상북도 영천시 야사동 116 (영동상가 A/104) ,054-334-8254,35.97665277,128.94571866
555,일반음식점,가미소주방,경상북도 영천시 금호읍 금호로 65,경상북도 영천시 금호읍 133-14 ,054-337-9666,35.93060618,128.86884620
556,일반음식점,민아식당,경상북도 영천시 금호읍 원제2길 16-8 (윤성상가 B/14),경상북도 영천시 금호읍 원제리 20 윤성상가 B/14 ,054-338-1204,35.94245365,128.90005767
557,일반음식점,영천축산농협 한우프라자,경상북도 영천시 금호읍 대경로 1244,경상북도 영천시 금호읍 교대리 400-39 ,054-333-9116,35.93394047,128.86939898
558,일반음식점,교촌치킨,"경상북도 영천시 금호읍 교대길 3-1 (,-11)","경상북도 영천시 금호읍 교대리 215-7 ,-11 ",054-331-8955,35.93148989,128.87193543
559,일반음식점,개성,경상북도 영천시 청통면 장수로 572,경상북도 영천시 청통면 호당리 981-1 ,054-333-4177,36.00192452,128.88512238
560,일반음식점,화성식당,경상북도 영천시 신녕면 장수로 1709,경상북도 영천시 신녕면 화성리 918-3 ,054-332-2573,36.04424248,128.78715658
561,일반음식점,영천스타식당,"경상북도 영천시 야사4길 11 (야사동,영동상가B동 103호)",경상북도 영천시 야사동 116 영동상가B동 103호 ,054-334-6161,35.97653691,128.94558866
562,일반음식점,한입더(THE),경상북도 영천시 장수로 31-2 (화룡동),경상북도 영천시 화룡동 260-4 ,054-333-7333,35.96443008,128.92040133
563,일반음식점,길목식당,경상북도 영천시 모란2길 38 (야사동),경상북도 영천시 야사동 333-25 ,054-331-2287,35.97590303,128.94218436
564,일반음식점,삼첩분식영천점,경상북도 영천시 호국로 47 (야사동),경상북도 영천시 야사동 169-1 ,054-337-2088,35.97333454,128.94286496
565,일반음식점,빠담빠담치킨,"경상북도 영천시 금호읍 덕성길 12, 106동 105호 (우방상가)",경상북도 영천시 금호읍 교대리 410 우방상가 106동 105호,054-337-5936,35.93264851,128.87014614
566,일반음식점,막창시대,경상북도 영천시 호국로 84 (야사동),경상북도 영천시 야사동 135-18 ,054-335-8949,35.97433747,128.94677780
567,일반음식점,초원숯불,경상북도 영천시 북안면 운북로 2125,경상북도 영천시 북안면 반정리 298 ,054-338-0386,35.92423684,129.00131965
568,일반음식점,신토불이식당,"경상북도 영천시 야사시장길 43, C동 102,103호 (야사동)",경상북도 영천시 야사동 192-2 ,054-337-7043,35.97372840,128.94795562
569,일반음식점,스타컨벤션부페,"경상북도 영천시 금완로 51 (완산동,,1100-3,-4,-5,-6,1354)","경상북도 영천시 완산동 1100-2 ,1100-3,-4,-5,-6,1354 ",054-332-3894,35.96077075,128.93391203
570,일반음식점,늘봄추어탕,경상북도 영천시 포은로 13 (언하동),경상북도 영천시 언하동 290-15 ,054-331-9535,35.97900571,128.96271091
571,일반음식점,구만정,경상북도 영천시 장천3길 13 (조교동),경상북도 영천시 조교동 831-42 ,054-337-2653,35.97217643,128.95523896
572,일반음식점,태국식당,경상북도 영천시 무궁화길 31 (문외동),경상북도 영천시 문외동 5-10 ,054-336-2777,35.97335119,128.93629500
573,일반음식점,투다리문외점,경상북도 영천시 시청남1길 12-13 (문외동),경상북도 영천시 문외동 40-20 ,054-335-9684,35.97211385,128.93959373
574,일반음식점,금오식당,경상북도 영천시 북안면 팔암길 2 (외1),경상북도 영천시 북안면 임포리 317-2 외1 ,054-335-0259,35.91724241,129.00908587
575,일반음식점,진주본가한방삼계탕,경상북도 영천시 강남길 45 (완산동),경상북도 영천시 완산동 1000-87 ,054-335-3334,35.96601196,128.93776032
576,일반음식점,복식당,경상북도 영천시 금호읍 금호로 35-1,경상북도 영천시 금호읍 덕성리 153-13 ,054-335-2267,35.92990778,128.86574600
577,일반음식점,영천한우판매식당,경상북도 영천시 강남길 37-14 (완산동),경상북도 영천시 완산동 1048-8 ,054-336-5289,35.96591693,128.93675239
578,일반음식점,승혜밥집,경상북도 영천시 역전로 49 (완산동),경상북도 영천시 완산동 930-11 ,054-335-5088,35.96074941,128.93845790
579,일반음식점,우리식당,경상북도 영천시 청통면 금송로 977,경상북도 영천시 청통면 치일리 19-3 ,054-336-9847,35.99170426,128.82229970
580,일반음식점,민정식당,경상북도 영천시 충효로 71 (문외동),경상북도 영천시 문외동 5-42 ,054-334-2822,35.97322512,128.93700733
581,일반음식점,만남의광장,경상북도 영천시 고경면 호국로 1343,경상북도 영천시 고경면 가수리 237-3 ,054-331-7553,36.00252467,129.07595459
582,일반음식점,삼미관,경상북도 영천시 최무선로 255 (성내동),경상북도 영천시 성내동 105-5 ,,35.96538832,128.92798332
583,일반음식점,동그라미분식,경상북도 영천시 동부로 31 (야사동),경상북도 영천시 야사동 220-1 ,054-333-7022,35.97275534,128.94824583
584,일반음식점,이십돼지(20육),"경상북도 영천시 상록2길 13, 0동 108,109,11호 (야사동,168-9,-10번지)","경상북도 영천시 야사동 168-8 168-9,-10번지 0동 108,109,11호",054-334-3226,35.97347338,128.94259659
585,일반음식점,아 거기,경상북도 영천시 충효로 126 (야사동),경상북도 영천시 야사동 334-4 ,054-333-1123,35.97548883,128.94244433
586,일반음식점,쪽갈비팔린다,"경상북도 영천시 상록2길 13, 109-110호 (야사동)","경상북도 영천시 야사동 168-11 168-12,-13, 0동 109-1호",054-332-2484,35.97347338,128.94259659
587,일반음식점,천안문,경상북도 영천시 동부로 21 (야사동),경상북도 영천시 야사동 195-2 ,054-333-5092,35.97219239,128.94869720
588,일반음식점,88식당,경상북도 영천시 고경면 호국로 1018 (524-1.551-3),경상북도 영천시 고경면 해선리 524 524-1.551-3 ,054-338-8811,36.00042194,129.04052365
589,일반음식점,만평식당,경상북도 영천시 대창면 금창로 547,"경상북도 영천시 대창면 대창리 158-3 158-8,1071-2 ",054-333-0913,35.88669135,128.89111515
590,일반음식점,토박이생고기숯불가든,경상북도 영천시 운동장로 6-1 (교촌동),경상북도 영천시 교촌동 265-15 ,,35.96346544,128.92365623
591,일반음식점,새부산식당,경상북도 영천시 상록1길 42 (야사동),경상북도 영천시 야사동 335-20 ,054-338-3456,35.97425862,128.94122136
592,일반음식점,정겨운 맛집,"경상북도 영천시 상록2길 13 (야사동,168-12,-13)","경상북도 영천시 야사동 168-11 168-12,-13 ",054-333-2122,35.97347338,128.94259659
593,일반음식점,대구분식,경상북도 영천시 시장로 75 (완산동),경상북도 영천시 완산동 982-19 ,054-333-8552,35.96370435,128.93859897
594,일반음식점,새승리식당,"경상북도 영천시 시장4길 52 (완산동,공설시장 점포7열 73.74.77.78호)",경상북도 영천시 완산동 982-3 공설시장 점포7열 73.74.77.78호 ,054-335-0520,35.96426957,128.93856849
595,일반음식점,윤성분식포장마차,경상북도 영천시 금호읍 원제2길 13,경상북도 영천시 금호읍 원제리 514-2 ,054-337-3779,35.94223089,128.89890294
596,일반음식점,숲속의오리,경상북도 영천시 금호읍 성천앞길 41,경상북도 영천시 금호읍 성천리 400-2 ,054-336-8687,35.94381156,128.86910139
597,일반음식점,마인즈피자 ,경상북도 영천시 최무선로 272 (과전동),경상북도 영천시 과전동 50-2 ,054-336-1170,35.96596114,128.92982526
598,일반음식점,실비촌,,경상북도 영천시 금호읍 원제리 19-3 ,054-336-4771,,
599,일반음식점,미미분식,경상북도 영천시 금호읍 금호로 168,경상북도 영천시 금호읍 냉천리 713-2 ,054-334-0012,35.93311774,128.87966914
600,일반음식점,옛날돼지국밥,경상북도 영천시 화산면 화산공단길 2,경상북도 영천시 화산면 유성리 200-5 ,054-336-1801,36.01823256,128.86122224
601,일반음식점,대한호프,경상북도 영천시 강남길 16-4 (완산동),경상북도 영천시 완산동 1064-7 ,054-335-0879,35.96408820,128.93558028
602,일반음식점,초원식당,"경상북도 영천시 완산중앙4길 9 (완산동,928-21)",경상북도 영천시 완산동 904-37 928-21 ,054-331-8735,35.96172410,128.93808749
603,일반음식점,장군보양식당,경상북도 영천시 청산길 63 (문외동),경상북도 영천시 문외동 50-25 ,,35.97479414,128.93740141
604,일반음식점,불날개 ,경상북도 영천시 상록2길 46 (야사동),경상북도 영천시 야사동 334-10 ,054-337-7410,35.97494933,128.94212277
605,일반음식점,숲속의다향,경상북도 영천시 청통면 대동로 341-23,경상북도 영천시 청통면 치일리 336 ,,35.98557071,128.79965735
606,일반음식점,송정닭과오리,경상북도 영천시 화남면 천문로 1743,경상북도 영천시 화남면 삼창리 9 ,054-333-2338,36.06997860,128.90168184
607,일반음식점,명산기사식당,경상북도 영천시 천문로 921 (도림동),경상북도 영천시 도림동 1325-3 ,,36.01671637,128.92871936
608,일반음식점,쵸이스휴게레스토랑,경상북도 영천시 문화원길 21-4 (문내동),경상북도 영천시 문내동 133-3 ,054-333-8767,35.96790472,128.93369301
609,일반음식점,백암순대돼지국밥,경상북도 영천시 금호읍 오계공단길 6,경상북도 영천시 금호읍 오계리 50 ,054-337-9891,35.91353429,128.88754818
610,일반음식점,배낚시 생갈치 전문점,경상북도 영천시 상록2길 26 (야사동),경상북도 영천시 야사동 334-34 ,054-331-0717,35.97421030,128.94265731
611,일반음식점,술딴지,"경상북도 영천시 금호읍 원제2길 16-8, 105동 106호 (윤성아파트상가)",경상북도 영천시 금호읍 원제리 20 윤성아파트상가 105동 106호,054-331-8554,35.94247535,128.89956375
612,일반음식점,탑못휴게식당,경상북도 영천시 금호읍 금호로 372-12,경상북도 영천시 금호읍 신월리 184 ,054-335-7000,35.94032417,128.89946313
613,일반음식점,동진식당,경상북도 영천시 채신2공단길 78 (채신동),경상북도 영천시 채신동 152-22 ,054-337-5156,35.90568728,128.95217045
614,일반음식점,철이네뒷고기,경상북도 영천시 언하공단로 89 (망정동),경상북도 영천시 망정동 410-21 410-22 ,,35.98585248,128.95394659
615,일반음식점,호갱양꼬치전문점,"경상북도 영천시 야사시장길 35 (야사동, (191-6))",경상북도 영천시 야사동 191-2 (-6) ,,35.97335881,128.94750255
616,일반음식점,아카츠키,경상북도 영천시 충효로 123-2 (야사동),경상북도 영천시 야사동 333-27 ,054-334-9662,35.97576174,128.94213040
